Datetime,solar_mw,wind-direction,wind-speed,humidity,average-wind-speed-(period),average-pressure-(period),temperature
16/07/2017 23:00,11647,,,,,,
16/07/2017 22:00,12691,,,,,,
16/07/2017 21:00,13132,,,,,,
16/07/2017 20:00,13727,,,,,,
16/07/2017 19:00,14327,,,,,,
16/07/2017 18:00,14455,,,,,,
16/07/2017 17:00,14382,,,,,,
16/07/2017 16:00,14158,,,,,,
16/07/2017 15:00,13857,,,,,,
16/07/2017 14:00,13431,,,,,,
16/07/2017 13:00,12908,,,,,,
16/07/2017 12:00,12392,,,,,,
16/07/2017 11:00,11910,,,,,,
16/07/2017 10:00,11408,,,,,,
16/07/2017 9:00,10813,,,,,,
16/07/2017 8:00,10263,,,,,,
16/07/2017 7:00,9511,,,,,,
16/07/2017 6:00,9059,,,,,,
16/07/2017 5:00,8751,,,,,,
16/07/2017 4:00,8778,,,,,,
16/07/2017 3:00,9030,,,,,,
16/07/2017 2:00,9546,,,,,,
16/07/2017 1:00,10188,,,,,,
16/07/2017 0:00,11337,,,,,,
15/07/2017 23:00,12597,,,,,,
15/07/2017 22:00,13797,,,,,,
15/07/2017 21:00,14302,,,,,,
15/07/2017 20:00,14967,,,,,,
15/07/2017 19:00,15581,,,,,,
15/07/2017 18:00,15959,,,,,,
15/07/2017 17:00,16056,,,,,,
15/07/2017 16:00,15829,,,,,,
15/07/2017 15:00,15403,,,,,,
15/07/2017 14:00,14912,,,,,,
15/07/2017 13:00,14409,,,,,,
15/07/2017 12:00,13957,,,,,,
15/07/2017 11:00,13450,,,,,,
15/07/2017 10:00,12709,,,,,,
15/07/2017 9:00,11908,,,,,,
15/07/2017 8:00,11201,,,,,,
15/07/2017 7:00,10461,,,,,,
15/07/2017 6:00,9819,,,,,,
15/07/2017 5:00,9456,,,,,,
15/07/2017 4:00,9498,,,,,,
15/07/2017 3:00,9826,,,,,,
15/07/2017 2:00,10350,,,,,,
15/07/2017 1:00,11112,,,,,,
15/07/2017 0:00,12097,,,,,,
14/07/2017 23:00,13252,,,,,,
14/07/2017 22:00,14461,,,,,,
14/07/2017 21:00,14988,,,,,,
14/07/2017 20:00,15548,,,,,,
14/07/2017 19:00,16097,,,,,,
14/07/2017 18:00,16512,,,,,,
14/07/2017 17:00,16249,,,,,,
14/07/2017 16:00,15772,,,,,,
14/07/2017 15:00,15217,,,,,,
14/07/2017 14:00,14750,,,,,,
14/07/2017 13:00,14288,,,,,,
14/07/2017 12:00,13794,,,,,,
14/07/2017 11:00,13087,,,,,,
14/07/2017 10:00,12468,,,,,,
14/07/2017 9:00,11795,,,,,,
14/07/2017 8:00,11033,,,,,,
14/07/2017 7:00,10226,,,,,,
14/07/2017 6:00,9547,,,,,,
14/07/2017 5:00,9026,,,,,,
14/07/2017 4:00,8963,,,,,,
14/07/2017 3:00,9150,,,,,,
14/07/2017 2:00,9533,,,,,,
14/07/2017 1:00,10051,,,,,,
14/07/2017 0:00,10989,,,,,,
13/07/2017 23:00,12010,,,,,,
13/07/2017 22:00,13058,,,,,,
13/07/2017 21:00,13487,,,,,,
13/07/2017 20:00,13772,,,,,,
13/07/2017 19:00,14190,,,,,,
13/07/2017 18:00,14256,,,,,,
13/07/2017 17:00,14066,,,,,,
13/07/2017 16:00,13987,,,,,,
13/07/2017 15:00,14027,,,,,,
13/07/2017 14:00,13729,,,,,,
13/07/2017 13:00,13276,,,,,,
13/07/2017 12:00,12888,,,,,,
13/07/2017 11:00,12384,,,,,,
13/07/2017 10:00,11893,,,,,,
13/07/2017 9:00,11322,,,,,,
13/07/2017 8:00,10666,,,,,,
13/07/2017 7:00,9979,,,,,,
13/07/2017 6:00,9304,,,,,,
13/07/2017 5:00,8834,,,,,,
13/07/2017 4:00,8678,,,,,,
13/07/2017 3:00,8865,,,,,,
13/07/2017 2:00,9212,,,,,,
13/07/2017 1:00,9819,,,,,,
13/07/2017 0:00,10735,,,,,,
12/07/2017 23:00,11868,,,,,,
12/07/2017 22:00,12881,,,,,,
12/07/2017 21:00,13175,,,,,,
12/07/2017 20:00,13592,,,,,,
12/07/2017 19:00,14086,,,,,,
12/07/2017 18:00,14353,,,,,,
12/07/2017 17:00,14337,,,,,,
12/07/2017 16:00,14092,,,,,,
12/07/2017 15:00,13759,,,,,,
12/07/2017 14:00,13361,,,,,,
12/07/2017 13:00,12977,,,,,,
12/07/2017 12:00,12372,,,,,,
12/07/2017 11:00,11658,,,,,,
12/07/2017 10:00,10747,,,,,,
12/07/2017 9:00,9678,,,,,,
12/07/2017 8:00,8711,,,,,,
12/07/2017 7:00,8151,,,,,,
12/07/2017 6:00,8160,,,,,,
12/07/2017 5:00,8101,,,,,,
12/07/2017 4:00,8256,,,,,,
12/07/2017 3:00,8463,,,,,,
12/07/2017 2:00,8846,,,,,,
12/07/2017 1:00,9472,,,,,,
12/07/2017 0:00,10300,,,,,,
11/07/2017 23:00,11194,,,,,,
11/07/2017 22:00,11905,,,,,,
11/07/2017 21:00,12185,,,,,,
11/07/2017 20:00,12553,,,,,,
11/07/2017 19:00,13066,,,,,,
11/07/2017 18:00,13158,,,,,,
11/07/2017 17:00,13139,,,,,,
11/07/2017 16:00,13034,,,,,,
11/07/2017 15:00,13039,,,,,,
11/07/2017 14:00,13134,,,,,,
11/07/2017 13:00,13179,,,,,,
11/07/2017 12:00,12813,,,,,,
11/07/2017 11:00,12195,,,,,,
11/07/2017 10:00,11466,,,,,,
11/07/2017 9:00,10645,,,,,,
11/07/2017 8:00,9858,,,,,,
11/07/2017 7:00,9450,,,,,,
11/07/2017 6:00,9233,,,,,,
11/07/2017 5:00,9226,,,,,,
11/07/2017 4:00,9408,,,,,,
11/07/2017 3:00,9712,,,,,,
11/07/2017 2:00,10153,,,,,,
11/07/2017 1:00,10864,,,,,,
11/07/2017 0:00,11801,,,,,,
10/07/2017 23:00,12923,,,,,,
10/07/2017 22:00,13879,,,,,,
10/07/2017 21:00,14465,,,,,,
10/07/2017 20:00,15092,,,,,,
10/07/2017 19:00,15943,,,,,,
10/07/2017 18:00,16546,,,,,,
10/07/2017 17:00,16689,,,,,,
10/07/2017 16:00,16584,,,,,,
10/07/2017 15:00,16404,,,,,,
10/07/2017 14:00,16026,,,,,,
10/07/2017 13:00,15609,,,,,,
10/07/2017 12:00,15160,,,,,,
10/07/2017 11:00,14459,,,,,,
10/07/2017 10:00,13643,,,,,,
10/07/2017 9:00,12717,,,,,,
10/07/2017 8:00,11932,,,,,,
10/07/2017 7:00,11103,,,,,,
10/07/2017 6:00,10613,,,,,,
10/07/2017 5:00,10348,,,,,,
10/07/2017 4:00,10516,,,,,,
10/07/2017 3:00,10795,,,,,,
10/07/2017 2:00,11386,,,,,,
10/07/2017 1:00,12110,,,,,,
10/07/2017 0:00,13190,,,,,,
09/07/2017 23:00,14523,,,,,,
09/07/2017 22:00,15626,,,,,,
09/07/2017 21:00,16106,,,,,,
09/07/2017 20:00,16613,,,,,,
09/07/2017 19:00,17318,,,,,,
09/07/2017 18:00,17747,,,,,,
09/07/2017 17:00,17914,,,,,,
09/07/2017 16:00,17821,,,,,,
09/07/2017 15:00,17720,,,,,,
09/07/2017 14:00,17389,,,,,,
09/07/2017 13:00,16645,,,,,,
09/07/2017 12:00,15671,,,,,,
09/07/2017 11:00,14619,,,,,,
09/07/2017 10:00,13671,,,,,,
09/07/2017 9:00,12675,,,,,,
09/07/2017 8:00,11775,,,,,,
09/07/2017 7:00,10978,,,,,,
09/07/2017 6:00,10208,,,,,,
09/07/2017 5:00,9871,,,,,,
09/07/2017 4:00,9793,,,,,,
09/07/2017 3:00,10142,,,,,,
09/07/2017 2:00,10546,,,,,,
09/07/2017 1:00,11150,,,,,,
09/07/2017 0:00,12134,,,,,,
08/07/2017 23:00,13237,,,,,,
08/07/2017 22:00,14397,,,,,,
08/07/2017 21:00,14767,,,,,,
08/07/2017 20:00,15135,,,,,,
08/07/2017 19:00,15670,,,,,,
08/07/2017 18:00,16021,,,,,,
08/07/2017 17:00,16345,,,,,,
08/07/2017 16:00,16447,,,,,,
08/07/2017 15:00,16238,,,,,,
08/07/2017 14:00,15916,,,,,,
08/07/2017 13:00,15527,,,,,,
08/07/2017 12:00,14988,,,,,,
08/07/2017 11:00,14309,,,,,,
08/07/2017 10:00,13282,,,,,,
08/07/2017 9:00,12527,,,,,,
08/07/2017 8:00,11905,,,,,,
08/07/2017 7:00,11176,,,,,,
08/07/2017 6:00,10454,,,,,,
08/07/2017 5:00,10057,,,,,,
08/07/2017 4:00,9958,,,,,,
08/07/2017 3:00,10243,,,,,,
08/07/2017 2:00,10698,,,,,,
08/07/2017 1:00,11438,,,,,,
08/07/2017 0:00,12479,,,,,,
07/07/2017 23:00,13736,,,,,,
07/07/2017 22:00,15147,,,,,,
07/07/2017 21:00,15706,,,,,,
07/07/2017 20:00,16266,,,,,,
07/07/2017 19:00,16831,,,,,,
07/07/2017 18:00,17055,,,,,,
07/07/2017 17:00,17100,,,,,,
07/07/2017 16:00,16916,,,,,,
07/07/2017 15:00,16635,,,,,,
07/07/2017 14:00,16431,,,,,,
07/07/2017 13:00,15791,,,,,,
07/07/2017 12:00,14988,,,,,,
07/07/2017 11:00,14013,,,,,,
07/07/2017 10:00,13056,,,,,,
07/07/2017 9:00,12020,,,,,,
07/07/2017 8:00,11188,,,,,,
07/07/2017 7:00,10338,,,,,,
07/07/2017 6:00,9566,,,,,,
07/07/2017 5:00,9077,,,,,,
07/07/2017 4:00,9015,,,,,,
07/07/2017 3:00,9228,,,,,,
07/07/2017 2:00,9674,,,,,,
07/07/2017 1:00,10293,,,,,,
07/07/2017 0:00,11256,,,,,,
06/07/2017 23:00,12501,,,,,,
06/07/2017 22:00,13608,,,,,,
06/07/2017 21:00,14166,,,,,,
06/07/2017 20:00,14564,,,,,,
06/07/2017 19:00,15077,,,,,,
06/07/2017 18:00,15536,,,,,,
06/07/2017 17:00,15593,,,,,,
06/07/2017 16:00,15517,,,,,,
06/07/2017 15:00,15465,,,,,,
06/07/2017 14:00,15291,,,,,,
06/07/2017 13:00,14711,,,,,,
06/07/2017 12:00,14022,,,,,,
06/07/2017 11:00,13182,,,,,,
06/07/2017 10:00,12327,,,,,,
06/07/2017 9:00,11552,,,,,,
06/07/2017 8:00,10830,,,,,,
06/07/2017 7:00,10044,,,,,,
06/07/2017 6:00,9415,,,,,,
06/07/2017 5:00,8963,,,,,,
06/07/2017 4:00,8799,,,,,,
06/07/2017 3:00,8935,,,,,,
06/07/2017 2:00,9254,,,,,,
06/07/2017 1:00,9794,,,,,,
06/07/2017 0:00,10647,,,,,,
05/07/2017 23:00,11697,,,,,,
05/07/2017 22:00,12655,,,,,,
05/07/2017 21:00,12939,,,,,,
05/07/2017 20:00,13266,,,,,,
05/07/2017 19:00,13662,,,,,,
05/07/2017 18:00,13887,,,,,,
05/07/2017 17:00,13886,,,,,,
05/07/2017 16:00,13655,,,,,,
05/07/2017 15:00,13522,,,,,,
05/07/2017 14:00,13177,,,,,,
05/07/2017 13:00,12704,,,,,,
05/07/2017 12:00,12012,,,,,,
05/07/2017 11:00,11197,,,,,,
05/07/2017 10:00,10300,,,,,,
05/07/2017 9:00,9456,,,,,,
05/07/2017 8:00,8602,,,,,,
05/07/2017 7:00,8131,,,,,,
05/07/2017 6:00,8081,,,,,,
05/07/2017 5:00,8084,,,,,,
05/07/2017 4:00,8173,,,,,,
05/07/2017 3:00,8389,,,,,,
05/07/2017 2:00,8779,,,,,,
05/07/2017 1:00,9403,,,,,,
05/07/2017 0:00,10200,,,,,,
04/07/2017 23:00,10849,,,,,,
04/07/2017 22:00,11299,,,,,,
04/07/2017 21:00,11715,,,,,,
04/07/2017 20:00,12211,,,,,,
04/07/2017 19:00,12784,,,,,,
04/07/2017 18:00,13164,,,,,,
04/07/2017 17:00,13413,,,,,,
04/07/2017 16:00,13476,,,,,,
04/07/2017 15:00,13330,,,,,,
04/07/2017 14:00,12932,,,,,,
04/07/2017 13:00,12418,,,,,,
04/07/2017 12:00,11788,,,,,,
04/07/2017 11:00,11081,,,,,,
04/07/2017 10:00,10332,,,,,,
04/07/2017 9:00,9501,,,,,,
04/07/2017 8:00,8714,,,,,,
04/07/2017 7:00,8310,,,,,,
04/07/2017 6:00,8223,,,,,,
04/07/2017 5:00,8146,,,,,,
04/07/2017 4:00,8234,,,,,,
04/07/2017 3:00,8443,,,,,,
04/07/2017 2:00,8745,,,,,,
04/07/2017 1:00,9280,,,,,,
04/07/2017 0:00,10015,,,,,,
03/07/2017 23:00,10801,,,,,,
03/07/2017 22:00,11472,,,,,,
03/07/2017 21:00,11806,,,,,,
03/07/2017 20:00,12020,,,,,,
03/07/2017 19:00,12530,,,,,,
03/07/2017 18:00,13075,,,,,,
03/07/2017 17:00,13282,,,,,,
03/07/2017 16:00,13331,,,,,,
03/07/2017 15:00,13056,,,,,,
03/07/2017 14:00,12737,,,,,,
03/07/2017 13:00,12328,,,,,,
03/07/2017 12:00,11888,,,,,,
03/07/2017 11:00,11259,,,,,,
03/07/2017 10:00,10455,,,,,,
03/07/2017 9:00,9571,,,,,,
03/07/2017 8:00,8797,,,,,,
03/07/2017 7:00,8241,,,,,,
03/07/2017 6:00,8055,,,,,,
03/07/2017 5:00,7898,,,,,,
03/07/2017 4:00,7940,,,,,,
03/07/2017 3:00,8136,,,,,,
03/07/2017 2:00,8464,,,,,,
03/07/2017 1:00,9037,,,,,,
03/07/2017 0:00,9840,,,,,,
02/07/2017 23:00,10778,,,,,,
02/07/2017 22:00,11615,,,,,,
02/07/2017 21:00,11873,,,,,,
02/07/2017 20:00,12107,,,,,,
02/07/2017 19:00,12596,,,,,,
02/07/2017 18:00,13065,,,,,,
02/07/2017 17:00,13267,,,,,,
02/07/2017 16:00,13369,,,,,,
02/07/2017 15:00,13391,,,,,,
02/07/2017 14:00,13177,,,,,,
02/07/2017 13:00,12906,,,,,,
02/07/2017 12:00,12594,,,,,,
02/07/2017 11:00,12186,,,,,,
02/07/2017 10:00,11724,,,,,,
02/07/2017 9:00,11259,,,,,,
02/07/2017 8:00,10785,,,,,,
02/07/2017 7:00,10152,,,,,,
02/07/2017 6:00,9510,,,,,,
02/07/2017 5:00,9084,,,,,,
02/07/2017 4:00,9023,,,,,,
02/07/2017 3:00,9236,,,,,,
02/07/2017 2:00,9628,,,,,,
02/07/2017 1:00,10262,,,,,,
02/07/2017 0:00,11242,,,,,,
01/07/2017 23:00,12472,,,,,,
01/07/2017 22:00,13640,,,,,,
01/07/2017 21:00,14195,,,,,,
01/07/2017 20:00,14752,,,,,,
01/07/2017 19:00,15425,,,,,,
01/07/2017 18:00,15866,,,,,,
01/07/2017 17:00,15821,,,,,,
01/07/2017 16:00,15581,,,,,,
01/07/2017 15:00,15189,,,,,,
01/07/2017 14:00,14730,,,,,,
01/07/2017 13:00,14090,,,,,,
01/07/2017 12:00,13461,,,,,,
01/07/2017 11:00,12672,,,,,,
01/07/2017 10:00,11859,,,,,,
01/07/2017 9:00,11085,,,,,,
01/07/2017 8:00,10344,,,,,,
01/07/2017 7:00,9652,,,,,,
01/07/2017 6:00,9128,,,,,,
01/07/2017 5:00,8735,,,,,,
01/07/2017 4:00,8690,,,,,,
01/07/2017 3:00,8862,,,,,,
01/07/2017 2:00,9369,,,,,,
01/07/2017 1:00,10248,,,,,,
01/07/2017 0:00,11422,,,,,,
30/06/2017 23:00,12911,,,,,,
30/06/2017 22:00,14099,,,,,,
30/06/2017 21:00,14769,,,,,,
30/06/2017 20:00,15233,,,,,,
30/06/2017 19:00,15979,,,,,,
30/06/2017 18:00,16449,,,,,,
30/06/2017 17:00,16498,,,,,,
30/06/2017 16:00,16237,,,,,,
30/06/2017 15:00,15847,,,,,,
30/06/2017 14:00,15295,,,,,,
30/06/2017 13:00,14644,,,,,,
30/06/2017 12:00,13816,,,,,,
30/06/2017 11:00,12948,,,,,,
30/06/2017 10:00,12105,,,,,,
30/06/2017 9:00,11283,,,,,,
30/06/2017 8:00,10478,,,,,,
30/06/2017 7:00,9548,,,,,,
30/06/2017 6:00,8899,,,,,,
30/06/2017 5:00,8444,,,,,,
30/06/2017 4:00,8336,,,,,,
30/06/2017 3:00,8483,,,,,,
30/06/2017 2:00,8780,,,,,,
30/06/2017 1:00,9404,,,,,,
30/06/2017 0:00,10354,,,,,,
29/06/2017 23:00,11555,,,,,,
29/06/2017 22:00,12646,,,,,,
29/06/2017 21:00,13113,,,,,,
29/06/2017 20:00,13609,,,,,,
29/06/2017 19:00,14221,,,,,,
29/06/2017 18:00,14458,,,,,,
29/06/2017 17:00,14353,,,,,,
29/06/2017 16:00,13978,,,,,,
29/06/2017 15:00,13522,,,,,,
29/06/2017 14:00,13016,,,,,,
29/06/2017 13:00,12553,,,,,,
29/06/2017 12:00,11958,,,,,,
29/06/2017 11:00,11398,,,,,,
29/06/2017 10:00,10754,,,,,,
29/06/2017 9:00,10150,,,,,,
29/06/2017 8:00,9340,,,,,,
29/06/2017 7:00,8618,,,,,,
29/06/2017 6:00,8058,,,,,,
29/06/2017 5:00,7684,,,,,,
29/06/2017 4:00,7596,,,,,,
29/06/2017 3:00,7726,,,,,,
29/06/2017 2:00,8017,,,,,,
29/06/2017 1:00,8565,,,,,,
29/06/2017 0:00,9440,,,,,,
28/06/2017 23:00,10481,,,,,,
28/06/2017 22:00,11372,,,,,,
28/06/2017 21:00,11533,,,,,,
28/06/2017 20:00,11963,,,,,,
28/06/2017 19:00,12279,,,,,,
28/06/2017 18:00,12445,,,,,,
28/06/2017 17:00,12400,,,,,,
28/06/2017 16:00,12291,,,,,,
28/06/2017 15:00,12147,,,,,,
28/06/2017 14:00,11947,,,,,,
28/06/2017 13:00,11727,,,,,,
28/06/2017 12:00,11421,,,,,,
28/06/2017 11:00,11051,,,,,,
28/06/2017 10:00,10332,,,,,,
28/06/2017 9:00,9553,,,,,,
28/06/2017 8:00,8718,,,,,,
28/06/2017 7:00,8085,,,,,,
28/06/2017 6:00,8136,,,,,,
28/06/2017 5:00,8217,,,,,,
28/06/2017 4:00,8318,,,,,,
28/06/2017 3:00,8694,,,,,,
28/06/2017 2:00,9110,,,,,,
28/06/2017 1:00,9612,,,,,,
28/06/2017 0:00,10297,,,,,,
27/06/2017 23:00,11112,,,,,,
27/06/2017 22:00,11708,,,,,,
27/06/2017 21:00,11828,,,,,,
27/06/2017 20:00,11999,,,,,,
27/06/2017 19:00,12219,,,,,,
27/06/2017 18:00,12279,,,,,,
27/06/2017 17:00,12236,,,,,,
27/06/2017 16:00,12313,,,,,,
27/06/2017 15:00,12397,,,,,,
27/06/2017 14:00,12278,,,,,,
27/06/2017 13:00,11987,,,,,,
27/06/2017 12:00,11613,,,,,,
27/06/2017 11:00,11145,,,,,,
27/06/2017 10:00,10479,,,,,,
27/06/2017 9:00,9819,,,,,,
27/06/2017 8:00,9157,,,,,,
27/06/2017 7:00,8698,,,,,,
27/06/2017 6:00,8600,,,,,,
27/06/2017 5:00,8534,,,,,,
27/06/2017 4:00,8553,,,,,,
27/06/2017 3:00,8780,,,,,,
27/06/2017 2:00,9130,,,,,,
27/06/2017 1:00,9703,,,,,,
27/06/2017 0:00,10480,,,,,,
26/06/2017 23:00,11468,,,,,,
26/06/2017 22:00,12268,,,,,,
26/06/2017 21:00,12605,,,,,,
26/06/2017 20:00,12964,,,,,,
26/06/2017 19:00,13519,,,,,,
26/06/2017 18:00,13807,,,,,,
26/06/2017 17:00,13649,,,,,,
26/06/2017 16:00,13577,,,,,,
26/06/2017 15:00,13465,,,,,,
26/06/2017 14:00,13168,,,,,,
26/06/2017 13:00,12879,,,,,,
26/06/2017 12:00,12656,,,,,,
26/06/2017 11:00,12391,,,,,,
26/06/2017 10:00,11843,,,,,,
26/06/2017 9:00,11169,,,,,,
26/06/2017 8:00,10494,,,,,,
26/06/2017 7:00,9791,,,,,,
26/06/2017 6:00,9206,,,,,,
26/06/2017 5:00,8828,,,,,,
26/06/2017 4:00,8814,,,,,,
26/06/2017 3:00,8973,,,,,,
26/06/2017 2:00,9391,,,,,,
26/06/2017 1:00,10008,,,,,,
26/06/2017 0:00,10996,,,,,,
25/06/2017 23:00,12191,,,,,,
25/06/2017 22:00,13423,,,,,,
25/06/2017 21:00,14013,,,,,,
25/06/2017 20:00,14434,,,,,,
25/06/2017 19:00,15042,,,,,,
25/06/2017 18:00,15643,,,,,,
25/06/2017 17:00,16009,,,,,,
25/06/2017 16:00,15979,,,,,,
25/06/2017 15:00,15709,,,,,,
25/06/2017 14:00,15217,,,,,,
25/06/2017 13:00,14680,,,,,,
25/06/2017 12:00,14001,,,,,,
25/06/2017 11:00,13256,,,,,,
25/06/2017 10:00,12469,,,,,,
25/06/2017 9:00,11716,,,,,,
25/06/2017 8:00,10821,,,,,,
25/06/2017 7:00,9967,,,,,,
25/06/2017 6:00,9319,,,,,,
25/06/2017 5:00,8809,,,,,,
25/06/2017 4:00,8762,,,,,,
25/06/2017 3:00,8977,,,,,,
25/06/2017 2:00,9382,,,,,,
25/06/2017 1:00,10128,,,,,,
25/06/2017 0:00,11172,,,,,,
24/06/2017 23:00,12374,,,,,,
24/06/2017 22:00,13641,,,,,,
24/06/2017 21:00,14165,,,,,,
24/06/2017 20:00,14991,,,,,,
24/06/2017 19:00,15712,,,,,,
24/06/2017 18:00,16049,,,,,,
24/06/2017 17:00,16037,,,,,,
24/06/2017 16:00,15839,,,,,,
24/06/2017 15:00,15552,,,,,,
24/06/2017 14:00,15144,,,,,,
24/06/2017 13:00,14680,,,,,,
24/06/2017 12:00,14143,,,,,,
24/06/2017 11:00,13483,,,,,,
24/06/2017 10:00,12769,,,,,,
24/06/2017 9:00,12096,,,,,,
24/06/2017 8:00,11529,,,,,,
24/06/2017 7:00,10840,,,,,,
24/06/2017 6:00,10336,,,,,,
24/06/2017 5:00,10085,,,,,,
24/06/2017 4:00,10244,,,,,,
24/06/2017 3:00,10675,,,,,,
24/06/2017 2:00,11372,,,,,,
24/06/2017 1:00,12256,,,,,,
24/06/2017 0:00,13401,,,,,,
23/06/2017 23:00,14737,,,,,,
23/06/2017 22:00,15988,,,,,,
23/06/2017 21:00,16632,,,,,,
23/06/2017 20:00,17396,,,,,,
23/06/2017 19:00,18539,,,,,,
23/06/2017 18:00,18955,,,,,,
23/06/2017 17:00,18980,,,,,,
23/06/2017 16:00,18836,,,,,,
23/06/2017 15:00,18622,,,,,,
23/06/2017 14:00,18377,,,,,,
23/06/2017 13:00,17789,,,,,,
23/06/2017 12:00,16969,,,,,,
23/06/2017 11:00,15974,,,,,,
23/06/2017 10:00,14697,,,,,,
23/06/2017 9:00,13504,,,,,,
23/06/2017 8:00,12414,,,,,,
23/06/2017 7:00,11388,,,,,,
23/06/2017 6:00,10777,,,,,,
23/06/2017 5:00,10346,,,,,,
23/06/2017 4:00,10346,,,,,,
23/06/2017 3:00,10594,,,,,,
23/06/2017 2:00,11095,,,,,,
23/06/2017 1:00,11862,,,,,,
23/06/2017 0:00,13002,,,,,,
22/06/2017 23:00,14373,,,,,,
22/06/2017 22:00,15639,,,,,,
22/06/2017 21:00,16157,,,,,,
22/06/2017 20:00,16816,,,,,,
22/06/2017 19:00,17389,,,,,,
22/06/2017 18:00,17574,,,,,,
22/06/2017 17:00,17583,,,,,,
22/06/2017 16:00,17559,,,,,,
22/06/2017 15:00,17414,,,,,,
22/06/2017 14:00,17007,,,,,,
22/06/2017 13:00,16542,,,,,,
22/06/2017 12:00,15967,,,,,,
22/06/2017 11:00,15204,,,,,,
22/06/2017 10:00,14159,,,,,,
22/06/2017 9:00,13156,,,,,,
22/06/2017 8:00,12000,,,,,,
22/06/2017 7:00,10821,,,,,,
22/06/2017 6:00,10243,,,,,,
22/06/2017 5:00,10010,,,,,,
22/06/2017 4:00,10080,,,,,,
22/06/2017 3:00,10390,,,,,,
22/06/2017 2:00,11002,,,,,,
22/06/2017 1:00,11819,,,,,,
22/06/2017 0:00,12916,,,,,,
21/06/2017 23:00,14194,,,,,,
21/06/2017 22:00,15348,,,,,,
21/06/2017 21:00,15827,,,,,,
21/06/2017 20:00,16345,,,,,,
21/06/2017 19:00,16909,,,,,,
21/06/2017 18:00,17041,,,,,,
21/06/2017 17:00,16906,,,,,,
21/06/2017 16:00,16565,,,,,,
21/06/2017 15:00,16109,,,,,,
21/06/2017 14:00,15716,,,,,,
21/06/2017 13:00,15205,,,,,,
21/06/2017 12:00,14552,,,,,,
21/06/2017 11:00,13721,,,,,,
21/06/2017 10:00,12767,,,,,,
21/06/2017 9:00,11566,,,,,,
21/06/2017 8:00,10215,,,,,,
21/06/2017 7:00,9515,,,,,,
21/06/2017 6:00,9494,,,,,,
21/06/2017 5:00,9478,,,,,,
21/06/2017 4:00,9561,,,,,,
21/06/2017 3:00,9784,,,,,,
21/06/2017 2:00,10141,,,,,,
21/06/2017 1:00,10784,,,,,,
21/06/2017 0:00,11796,,,,,,
20/06/2017 23:00,12784,,,,,,
20/06/2017 22:00,13623,,,,,,
20/06/2017 21:00,14391,,,,,,
20/06/2017 20:00,15398,,,,,,
20/06/2017 19:00,16107,,,,,,
20/06/2017 18:00,16750,,,,,,
20/06/2017 17:00,16876,,,,,,
20/06/2017 16:00,16730,,,,,,
20/06/2017 15:00,16409,,,,,,
20/06/2017 14:00,15854,,,,,,
20/06/2017 13:00,15153,,,,,,
20/06/2017 12:00,14120,,,,,,
20/06/2017 11:00,13227,,,,,,
20/06/2017 10:00,12238,,,,,,
20/06/2017 9:00,11215,,,,,,
20/06/2017 8:00,10155,,,,,,
20/06/2017 7:00,9500,,,,,,
20/06/2017 6:00,9398,,,,,,
20/06/2017 5:00,9340,,,,,,
20/06/2017 4:00,9474,,,,,,
20/06/2017 3:00,9832,,,,,,
20/06/2017 2:00,10296,,,,,,
20/06/2017 1:00,10961,,,,,,
20/06/2017 0:00,11904,,,,,,
19/06/2017 23:00,13086,,,,,,
19/06/2017 22:00,14194,,,,,,
19/06/2017 21:00,14708,,,,,,
19/06/2017 20:00,15196,,,,,,
19/06/2017 19:00,15883,,,,,,
19/06/2017 18:00,16220,,,,,,
19/06/2017 17:00,16246,,,,,,
19/06/2017 16:00,16120,,,,,,
19/06/2017 15:00,15953,,,,,,
19/06/2017 14:00,15747,,,,,,
19/06/2017 13:00,15546,,,,,,
19/06/2017 12:00,14973,,,,,,
19/06/2017 11:00,14226,,,,,,
19/06/2017 10:00,13273,,,,,,
19/06/2017 9:00,12296,,,,,,
19/06/2017 8:00,11438,,,,,,
19/06/2017 7:00,10578,,,,,,
19/06/2017 6:00,9898,,,,,,
19/06/2017 5:00,9529,,,,,,
19/06/2017 4:00,9535,,,,,,
19/06/2017 3:00,9845,,,,,,
19/06/2017 2:00,10402,,,,,,
19/06/2017 1:00,11078,,,,,,
19/06/2017 0:00,12131,,,,,,
18/06/2017 23:00,13400,,,,,,
18/06/2017 22:00,14684,,,,,,
18/06/2017 21:00,15358,,,,,,
18/06/2017 20:00,15784,,,,,,
18/06/2017 19:00,16318,,,,,,
18/06/2017 18:00,16875,,,,,,
18/06/2017 17:00,17341,,,,,,
18/06/2017 16:00,17249,,,,,,
18/06/2017 15:00,16813,,,,,,
18/06/2017 14:00,16401,,,,,,
18/06/2017 13:00,15765,,,,,,
18/06/2017 12:00,14838,,,,,,
18/06/2017 11:00,13792,,,,,,
18/06/2017 10:00,12763,,,,,,
18/06/2017 9:00,11901,,,,,,
18/06/2017 8:00,11147,,,,,,
18/06/2017 7:00,10360,,,,,,
18/06/2017 6:00,9700,,,,,,
18/06/2017 5:00,9177,,,,,,
18/06/2017 4:00,9113,,,,,,
18/06/2017 3:00,9213,,,,,,
18/06/2017 2:00,9673,,,,,,
18/06/2017 1:00,10160,,,,,,
18/06/2017 0:00,11112,,,,,,
17/06/2017 23:00,12311,,,,,,
